1	318.137721598148	425.043436914682
1	269.884387537837	254.29200540483
1	278.651943415403	430.919525876641
1	213.304629385471	256.5270870924
1	314.817750737071	211.032606169581
1	98.0709414035082	45.559871301055
1	385.356506332755	389.310673043132
1	117.856605291367	236.401723846793
1	207.057666152716	524.246058896184
1	310.088850215077	268.29518660903
1	512.325238421559	411.426425278187
1	447.888637080789	83.7474560290575
1	347.514829337597	479.31973528862
1	282.949529439211	528.866788610816
1	340.600926920772	235.520763427019
1	344.203368321061	49.9734219610691
1	267.091878578067	537.839353233576
1	553.290101051331	395.569852396846
1	206.0776989609	414.684730812907
1	262.501318752766	277.013729944825
1	237.448532223701	218.817059352994
1	359.82588493824	505.257055342197
1	529.759820580482	382.709533631802
1	258.220307171345	443.476148441434
1	308.466506168246	211.348377138376
1	46.6172025203705	166.814971804619
1	527.850104928017	406.318080022931
1	272.19276688993	449.392935097218
1	317.751077547669	238.98125629127
1	425.238500967622	86.6216825097799
1	286.451864361763	482.643616139889
1	334.034545049071	313.501477852464
1	271.946811810136	25.4761018753052
1	24.4164838045835	162.831440538168
1	266.776943787932	507.607917666435
1	362.876986339688	482.082020044327
1	114.665737196803	57.2694262415171
1	290.929686650634	132.442027553916
1	533.599927425385	255.528694331646
1	79.7193743437529	297.04602509737
1	97.4560758322477	532.739085584879
1	469.944975435734	85.914190068841
1	453.932463482022	88.1026027947664
1	92.949187785387	85.0449058413506
1	251.865112245083	234.560701444745
1	240.270593360066	327.490831598639
1	337.334106445312	519.292995974422
1	456.848195001483	487.987237662077
1	376.139295145869	263.173473492265
1	264.197271868587	520.574156597257
1	531.876926913857	410.968509837985
1	200.48668576777	253.729612827301
1	71.147249981761	321.259451732039
1	482.803142935038	351.159753039479
1	251.789419770241	456.761668011546
1	345.456922307611	328.460172951221
1	69.2297584712505	60.4509739279747
1	454.136841371655	499.546668291092
1	212.887336805463	275.257809475064
1	461.002174884081	41.8365045189857
1	352.141425177455	245.355850160122
1	168.269168302417	484.925846502185
1	263.360115274787	36.6729772388935
1	327.464362621307	427.474931806326
1	345.879045546055	305.293046414852
1	317.421084702015	518.231198072433
1	213.05697901547	294.536513730884
1	219.525025874376	442.485791176558
